1122	0.07552	0.07552
1122	0.07555	0.07555
1122	0.07557	0.07557
1122	0.07560	0.07560
1122	0.07562	0.07562
1122	0.07565	0.07565
1122	0.07567	0.07567
1122	0.07570	0.07570
1122	0.07572	0.07572
1122	0.07575	0.07575
1122	0.07577	0.07577
1122	0.07580	0.07580
1122	0.07582	0.07582
1122	0.07585	0.07585
1122	0.07587	0.07587
1122	0.07590	0.07590
1122	0.07592	0.07592
1122	0.07595	0.07595
1122	0.07597	0.07597
1122	0.07600	0.07600
1122	0.07602	0.07602
1122	0.07605	0.07605
1122	0.07607	0.07607
1122	0.07610	0.07610
1122	0.07612	0.07612
1122	0.07615	0.07615
1122	0.07617	0.07617
1122	0.07620	0.07620
1122	0.07622	0.07622
1122	0.07625	0.07625
1122	0.07627	0.07627
1122	0.07630	0.07630
1122	0.07632	0.07632
1122	0.07635	0.07635
1122	0.07637	0.07637
1122	0.07640	0.07640
1122	0.07642	0.07642
1122	0.07645	0.07645
1122	0.07647	0.07647
1122	0.07650	0.07650
1122	0.07652	0.07652
1122	0.07655	0.07655
1122	0.07657	0.07657
1122	0.07660	0.07660
1122	0.07662	0.07662
1122	0.07665	0.07665
1122	0.07667	0.07667
1122	0.07670	0.07670
1122	0.07672	0.07672
1122	0.07675	0.07675
1122	0.07677	0.07677
1122	0.07680	0.07680
1122	0.07682	0.07682
1122	0.07685	0.07685
1122	0.07687	0.07687
1122	0.07690	0.07690
1122	0.07692	0.07692
1122	0.07695	0.07695
1122	0.07697	0.07697
1122	0.07700	0.07700
1122	0.07702	0.07702
1122	0.07705	0.07705
1122	0.07707	0.07707
1122	0.07710	0.07710
1122	0.07712	0.07712
1122	0.07715	0.07715
1122	0.07717	0.07717
1122	0.07720	0.07720
1122	0.07722	0.07722
1122	0.07725	0.07725
1122	0.07727	0.07727
1122	0.07730	0.07730
1122	0.07732	0.07732
1122	0.07735	0.07735
1122	0.07737	0.07737
1122	0.07740	0.07740
1122	0.07742	0.07742
1122	0.07745	0.07745
1122	0.07747	0.07747
1122	0.07750	0.07750
1122	0.07752	0.07752
1122	0.07755	0.07755
1122	0.07757	0.07757
1122	0.07760	0.07760
1122	0.07762	0.07762
1122	0.07765	0.07765
1122	0.07767	0.07767
1122	0.07770	0.07770
1122	0.07772	0.07772
1122	0.07775	0.07775
1122	0.07777	0.07777
1122	0.07780	0.07780
1122	0.07782	0.07782
1122	0.07785	0.07785
1122	0.07787	0.07787
1122	0.07790	0.07790
1122	0.07792	0.07792
1122	0.07795	0.07795
1122	0.07797	0.07797
1122	0.07800	0.07800
1122	0.07802	0.07802
1122	0.07805	0.07805
1122	0.07807	0.07807
1122	0.07810	0.07810
1122	0.07812	0.07812
1122	0.07815	0.07815
1122	0.07817	0.07817
1122	0.07820	0.07820
1122	0.07822	0.07822
1122	0.07825	0.07825
1122	0.07827	0.07827
1122	0.07830	0.07830
1122	0.07832	0.07832
1122	0.07835	0.07835
1122	0.07837	0.07837
1122	0.07840	0.07840
1122	0.07842	0.07842
1122	0.07845	0.07845
1122	0.07847	0.07847
1122	0.07850	0.07850
1122	0.07852	0.07852
1122	0.07855	0.07855
1122	0.07857	0.07857
1122	0.07860	0.07860
