0	0.12214	
1	0.22901	
2	0.35115	
3	0.09924	
4	0.11450	
5	0.32824	
6	0.10687	
7	0.04580	
8	0.22137	
9	0.09924	
10	0.13740	
11	0.19847	
12	0.21374	
13	-0.08397	
14	-0.06107	
15	-0.23664	
16	0.20611	
17	0.29008	
18	0.16794	
19	0.12977	
20	0.11450	
21	0.16031	
22	0.07634	
23	0.11450	
24	0.28244	
25	0.12214	
26	0.08397	
27	0.10687	
28	0.05344	
29	0.08397	
30	0.32061	
31	0.18321	
32	0.23664	
33	0.33588	
34	-0.03053	
35	0.03053	
36	0.34351	
37	0.08397	
38	0.08397	
39	0.07634	
40	0.24427	
41	0.13740	
42	0.03817	
43	0.18321	
44	-0.03053	
45	-0.08397	
46	0.25954	
47	0.04580	
48	0.06870	
49	0.17557	
50	0.17557	
51	0.17557	
52	0.03053	
53	0.06107	
54	0.11450	
55	0.01527	
56	0.15267	
57	0.11450	
58	0.20611	
59	0.22901	
60	0.25191	
61	0.28244	
62	0.03817	
63	0.26718	
64	0.03817	
65	-0.14504	
66	0.09924	
67	0.12214	
68	0.21374	
69	0.37405	
70	0.29008	
71	0.37405	
72	-0.00763	
73	0.09160	
74	0.24427	
75	0.20611	
76	-0.07634	
77	0.37405	
78	0.02290	
79	-0.10687	
80	0.05344	
81	0.05344	
82	0.24427	
83	0.22137	
84	0.04580	
85	0.01527	
86	0.40458	
87	0.29008	
88	0.09924	
89	0.21374	
90	0.10687	
91	0.18321	
92	0.22901	
93	0.21374	
94	-0.08397	
95	0.20611	
96	0.03053	
97	-0.03817	
98	-0.08397	
99	0.22901	
100	0.19084	
101	0.24427	
102	0.11450	
103	0.12977	
104	-0.14504	
105	0.21374	
106	0.18321	
107	0.10687	
108	-0.00763	
109	0.06870	
110	0.35878	
111	-0.10687	
112	0.30534	
113	0.45038	
114	0.19084	
115	-0.06107	
116	0.12977	
117	-0.12977	
118	0.07634	
119	0.29008	
120	-0.03817	
121	0.01527	
122	0.03053	
123	0.29771	
124	0.09924	
125	0.13740	
126	0.09160	
127	0.16031	
128	0.09924	
129	0.09160	
130	0.46565	
131	0.01527	
132	0.29771	
133	0.25954	
134	0.32824	
135	0.00000	
136	0.43511	
137	0.10687	
138	0.05344	
139	0.35115	
140	0.05344	
141	0.04580	
142	0.12977	
143	-0.24427	
144	0.16031	
145	0.08397	
146	0.12214	
147	0.06870	
148	1.37405	
149	2.19084	
150	2.87023	
151	4.05344	
152	3.54962	
153	4.10687	
154	3.17557	
155	3.52672	
156	1.91603	
157	0.45038	
158	0.00000	
159	0.11450	
160	0.54962	
161	2.28244	
162	2.12977	
163	1.31298	
164	1.29008	
165	2.58779	
166	3.00000	
167	2.21374	
168	3.41221	
169	4.09924	
170	4.88550	
171	2.57252	
172	1.48855	
173	1.43511	
174	0.58015	
175	0.03817	
176	-0.09924	
177	-0.07634	
178	1.25954	
179	1.40458	
180	2.65649	
181	2.70229	
182	3.29008	
183	3.24427	
184	3.20611	
185	2.21374	
186	4.77863	
187	6.29771	
188	7.05344	
189	7.99237	
190	5.82443	
191	4.35878	
192	3.41221	
193	2.22901	
194	3.55725	
195	3.07634	
196	2.90840	
197	2.65649	
198	4.91603	
199	6.09924	
200	6.27481	
201	8.54198	
202	7.75573	
203	8.96183	
204	8.87786	
205	8.94656	
206	8.91603	
207	9.51908	
208	12.41221	
209	14.78626	
210	15.96183	
211	14.57252	
212	11.51908	
213	10.13740	
214	9.58779	
215	11.26718	
216	13.29771	
217	15.39695	
218	13.02290	
219	15.21374	
220	16.13741	
221	13.02290	
222	13.13740	
223	15.33588	
224	16.79389	
225	15.48855	
226	17.61069	
227	17.22901	
228	15.01527	
229	16.55725	
230	20.68702	
231	19.92366	
232	19.93893	
233	17.50382	
234	16.67939	
235	19.26718	
236	20.80916	
237	21.93893	
238	21.82443	
239	19.12214	
240	19.12977	
241	21.99237	
242	22.87786	
243	21.32825	
244	21.12214	
245	20.26718	
246	21.08397	
247	23.48092	
248	21.02290	
249	23.94657	
250	21.68702	
251	21.77099	
252	26.74046	
253	25.41985	
254	24.43512	
255	25.71756	
256	26.50382	
257	26.25954	
258	22.51909	
259	23.06870	
260	24.92366	
261	27.87023	
262	25.20611	
263	23.56489	
264	25.74046	
265	27.52672	
266	25.53435	
267	23.06107	
268	24.14504	
269	23.97710	
270	25.22901	
271	21.09924	
272	23.22901	
273	23.19084	
274	24.40458	
275	23.60305	
276	23.16031	
277	25.25954	
278	23.84733	
279	21.10687	
280	23.89313	
281	26.09160	
282	25.35878	
283	22.37405	
284	23.70993	
285	25.88550	
